f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,p,t,rh
25.97580897,24.84539961,21.7557115,17.40375244,16.35153021,15.36777778,16.19897661,107.1457505,148.2149415,247.3453411,272.7364327,276.3272904,276.7025731,276.9267544,1019.023191,283.6,56.12023026
24.66480695,23.57534749,19.90419884,15.69251931,14.72041506,13.69523166,14.37272201,104.3606853,146.4236486,248.1938031,274.7610618,278.8451737,279.3686293,279.6921429,1017.105623,285.707661,45.31670742
23.92096023,22.27690592,19.6871969,15.66613967,14.71548012,13.56677983,14.13038797,104.582066,146.4877595,247.9445199,274.0458196,277.3,277.6397478,277.7739864,1017.287152,283.6692308,61.10851064
22.21596914,21.23342334,18.90046287,15.29940212,14.43415622,13.49215043,14.14317261,103.6276663,146.4530473,249.7060366,276.8416201,280.6636741,281.14892,281.3541176,1014.70114,287.2956026,47.26254072
30.27837707,28.68977648,24.93794947,19.09244898,17.53923226,15.87349854,16.09070943,106.5081924,148.1278814,249.2813703,275.7414189,279.2568416,279.578173,279.6417687,1017.042705,282.9779508,65.29803279
33.69021422,31.94793574,27.3292113,20.82602726,19.18900682,17.56599805,17.74865628,108.7260467,149.9168354,249.3761636,275.9872347,280.4772347,281.1568647,281.4905258,1018.285808,288.9313372,46.56218212
28.88805447,27.68039883,24.53003891,19.2413035,17.8084144,16.2969358,16.55958171,107.7725389,148.769786,247.3010311,272.7203113,276.1560409,276.5341926,276.672928,1022.108607,282.4934426,66.65795082
27.34386973,26.17273946,23.02515326,18.24662835,16.9083046,15.51808429,15.9642433,106.6902969,147.6477682,246.868113,272.5695402,276.0773659,276.5482184,276.8086303,1022.485032,282.9444175,55.92224919
18.52133525,17.77978866,16.17564841,13.53743516,12.99334294,12.42419789,13.42132565,104.867877,146.1657637,245.1640634,270.5220461,273.4977906,273.7363401,273.852488,1026.791964,279.1073052,57.67191558
17.17804971,16.48307839,15.01699809,12.84479924,12.31760038,11.88695985,12.91632887,103.9738719,145.6546272,245.8220076,271.4855641,275.4584226,275.9538432,276.2252008,1025.293942,283.1802908,42.89588045
19.46378846,18.50041346,16.62007692,13.75558654,13.05569231,12.38134615,13.29234615,104.9085865,146.2677308,245.6319904,270.5928558,272.9780673,273.2153269,273.2641923,1025.067262,279.196182,60.46230707
27.18477885,26.03255769,22.48424038,17.43122115,16.24596154,14.99434615,15.51570192,106.9034327,147.975125,247.2250577,272.900625,276.6037596,277.102875,277.4091827,1021.262581,285.1,46.08100649
30.49096517,29.93289552,27.11027861,22.91435821,22.0059403,21.2518806,22.97149254,116.9917512,155.5305672,247.8622786,271.8752736,275.6000796,276.0932537,276.3022488,1022.581553,283.636394,50.64624374
19.59130019,18.68310707,16.71837476,13.83657744,13.22457935,12.59454111,13.39611855,103.9580975,145.9533556,247.754522,274.0332218,278.0585564,278.652457,278.9027151,1020.297977,285.2645631,42.48932039
20.24108549,19.52413064,17.78104707,14.64982709,13.7721902,13.05191162,13.75397695,104.3746398,146.3700865,247.5782517,273.067147,275.4683862,275.6187992,275.5582709,1020.221463,280.0069919,58.03739837
25.81929322,24.55722063,21.42230181,16.77715377,15.58113658,14.30516714,14.78036294,104.763085,146.8424546,249.0083859,275.5557689,279.7026266,280.119723,280.3170774,1015.931583,286.1677706,49.1723748
36.91389109,36.40127723,32.29862376,25.9170396,24.14509901,22.42525743,23.21170297,115.8497129,155.2709208,249.6176139,274.1582277,277.779703,278.2404554,278.4191881,1017.765029,285.274771,55.77818485
19.96572289,19.06087349,16.9587249,13.96697791,13.21604418,12.55951807,13.38558233,103.5817369,145.4702811,246.2221988,272.1518675,276.3615361,276.8469076,277.1382129,1018.860032,283.5981833,43.79731438
19.9035533,19.0457868,17.16011168,14.26699492,13.49763452,12.90970558,13.7135533,104.2523147,145.4422741,245.2434213,270.5320812,273.7081827,273.8871777,274.0159797,1020.537372,279.5130606,61.40023603
16.67037678,15.9905499,14.59335031,12.58894094,12.18919552,11.71098778,12.7886558,103.1544297,144.9972607,245.6607128,272.1685947,277.0880754,277.6916497,278.0609063,1020.678504,284.2937008,42.60535433
15.28395062,14.52377572,13.44076132,11.84912551,11.50009259,11.2543107,12.51859053,103.1903498,144.7805658,245.445607,271.4523663,275.7858128,276.2931379,276.6069239,1021.80278,280.0851469,61.03749007
17.0662423,16.01943532,14.30702259,12.31454825,11.88402464,11.49895277,12.60065708,102.7897844,145.206191,247.2493224,273.4054107,277.8032854,278.3575051,278.7263244,1020.465159,285.5319841,41.16444444
21.05572906,19.32582213,16.68703206,13.63958635,13.02650465,12.4523061,13.48205791,104.1561324,146.3532058,247.3307342,273.0409204,276.7528232,277.0848397,277.2871044,1022.607901,281.4348763,56.59425379
31.4471387,30.30061106,26.5242774,20.64371484,19.06907856,17.20109602,17.20528613,108.5442968,149.8684869,249.0001067,274.1372551,277.856547,278.3551018,278.6649273,1021.008258,285.4688471,61.12861815
38.35668657,37.26653731,33.18987065,26.77474627,25.11606965,23.36522388,24.13890547,117.6672537,156.5267164,249.3940199,273.2310647,276.619801,277.0655821,277.2742289,1020.322176,284.1584937,65.32753138
22.45670554,22.02588921,20.14282799,16.56815355,15.59549077,14.50766764,14.87441205,105.6955588,147.4746259,248.7610107,275.0260447,278.7227405,279.2675607,279.5482216,1018.220311,286.298362,60.61859132
19.33531401,18.8130628,17.16291787,14.29680193,13.59982609,12.74131401,13.30671498,105.2562222,147.2174686,248.1482415,273.8781739,276.9204155,277.3341932,277.3986957,1020.364111,283.4924959,70.00293638
22.52242802,21.44416507,19.16912668,15.57325336,14.69595969,13.75380038,14.33158349,105.1205278,147.2430134,248.3246737,273.6488868,276.4336372,276.6576679,276.7551344,1019.065369,282.3126521,64.82141119
30.87222441,29.56487205,26.24340551,21.48350394,20.3515748,19.19535433,20.25201772,112.8367323,152.7434843,248.1801181,272.1322539,274.5589272,274.9296457,275.1104331,1018.632587,281.4313433,67.44394693
25.18048944,23.61377159,20.16229367,15.99136276,15.03067179,14.25558541,14.9975144,106.3713628,147.0319578,244.2700096,269.0228887,273.3860365,274.0856814,274.4127927,1024.855069,281.2227899,44.14566099
16.97616346,15.94061538,14.20261538,11.94575,11.50081731,11.271125,12.31953846,103.9405577,144.9122885,242.905625,267.4307404,271.1985865,271.7205288,271.9800673,1027.252114,278.4778049,41.08357724
19.87504798,18.37021113,15.81081574,12.84103647,12.2706142,11.71729367,12.73873321,104.0410365,145.1697313,244.2247505,269.8070921,274.2344722,274.8519194,275.3435125,1024.02013,282.8774351,33.41444805
20.65918919,19.26342664,16.68872587,13.04905405,12.12730695,11.31499035,11.83656371,105.0576448,145.7165927,243.4964286,268.9639479,272.3878764,272.8308687,273.1522876,1021.596408,279.2503673,51.72506122
26.52600592,25.43387574,22.50854043,18.14275148,16.96304734,15.95435897,16.60244576,110.0537179,149.6639941,245.1823964,270.4431361,274.4599507,274.8871105,275.2213609,1017.918589,283.0929461,38.65634855
18.76625483,18.11756757,16.49499035,13.66146718,13.02066602,12.32781853,13.24702703,103.9697297,145.0119402,244.562722,270.3644884,273.7214961,274.1137741,274.3991988,1020.844173,280.3612062,49.82876936
25.90070624,24.80732856,22.1321085,17.47744115,16.2642477,15.01357216,15.40060389,110.456827,150.9508905,247.7703787,272.2555681,275.6216479,276.0740532,276.3407472,1021.316851,284.083307,51.33734177
25.95874872,24.47899487,21.25125128,16.03380513,14.60027692,13.05042051,12.8770359,107.4136205,148.6326667,247.6828205,272.4684513,275.3656923,275.7167385,275.9726872,1021.515372,282.7919176,57.44437401
32.68643312,31.70083864,28.40892781,23.88346072,22.83794055,21.96393843,23.56980892,117.3574098,156.3360085,249.9275265,274.0125053,277.8879087,278.53,278.7409342,1019.936585,286.2180488,49.9204878
34.49777778,32.43600823,28.11282922,21.79263374,20.32444444,18.71980453,19.27945473,110.3040638,150.8439815,248.3752469,273.1977572,276.520144,276.971286,277.1420062,1019.956598,283.9642289,59.95675676
41.3002234,39.82232979,35.05129787,29.22137234,27.99941489,27.12159574,29.33015957,124.496383,161.6136809,250.3616702,273.7264468,278.0054468,278.5184043,278.9205957,1020.810586,286.3276873,45.51254072
31.97991736,30.46243802,25.89427686,20.11590909,18.6607438,17.09286157,17.33896694,109.4956818,149.8317975,246.4357231,271.2141012,274.5935124,274.9387913,275.1508884,1025.083333,281.1787081,67.72583732
34.45738,34.42763,32.07765,28.97191,28.35563,28.19045,31.20712,127.23658,163.08738,249.55269,272.3026,275.47846,275.90094,276.17401,1010.877097,284.5075503,68.17760067
29.21748749,28.7194995,26.35584585,22.18778779,21.29641642,20.26753754,21.33259259,112.8730531,152.0098198,247.1600701,272.1452452,275.3130831,275.7747347,276.0614615,1010.837531,284.0934509,69.80797649
36.41856151,34.66939484,30.6171131,24.20539683,22.4989881,20.75305556,21.22962302,112.7955556,151.9073016,246.9825893,271.8582341,275.7709226,276.0871726,276.3810615,1011.134612,284.0913261,68.84220183
40.23893069,38.08806931,33.21680198,25.63159406,23.73668317,21.73634653,22.19868317,114.6162574,153.6068614,247.2473663,271.2641089,274.6295644,274.9729901,275.3069604,1013.914571,282.7033306,69.26411324
25.14364865,23.92757722,21.31829151,17.16130309,16.16998069,15.16208494,16.02178571,106.8497104,146.5048359,241.8888127,265.5839865,268.7435039,269.0673359,269.4268243,1022.785004,276.5855746,63.36365118
21.62539713,20.69539713,18.67503349,15.39310048,14.52536842,13.70297608,14.64248804,105.0216364,145.0793876,241.4873589,265.6421914,268.0609665,268.3236268,268.5714641,1021.382296,275.3286176,62.82958771
21.63924111,20.64435159,18.39654179,14.80569645,13.94830932,12.93400576,13.48436119,104.8998559,145.1804707,242.4463208,267.045562,270.1021998,270.583487,270.9527762,1018.698295,278.5282468,63.3762987
25.91926923,24.69544231,22.15922115,18.20725962,17.27741346,16.51334615,17.74271154,109.0427981,148.1909712,242.3305865,266.3418173,269.8937885,270.2844615,270.6189038,1020.166071,277.5453734,54.79439935
15.99903939,15.35792507,14.19853987,12.27857829,11.82429395,11.55633045,12.63888569,103.1222094,143.7336984,242.3153122,267.7830259,272.151854,272.700634,273.1393948,1020.270049,279.8152597,43.46964286
13.89526769,13.35725621,12.45000956,11.13483748,10.78769598,10.68095602,12.06494264,102.6134799,143.5595124,242.5217113,267.2175621,270.1793499,270.538738,270.7369981,1021.150606,276.3209378,56.89862571
14.6149952,14.14139289,13.01696446,11.5190586,11.07272815,11.03310279,12.16729107,101.8908838,143.8595005,245.0560615,270.5829971,273.6579731,274.0854947,274.2782229,1016.414123,281.307711,47.42743506
18.9285933,17.98430622,16.12309091,13.49227751,12.77299522,12.24457416,13.194,102.8150718,144.7365455,245.5622871,270.1959234,272.4081914,272.5714737,272.6851292,1015.699838,277.2503638,65.35173808
29.76035282,28.60608871,25.13766129,19.37029234,17.99758065,16.36649194,16.63485887,106.4439718,147.7114718,247.3251109,272.4125101,275.9366431,276.3906653,276.7863206,1014.33678,283.5633781,58.19952644
37.03575026,36.25451207,33.27008395,28.29020986,27.16619098,26.30465897,28.31190976,124.0933158,161.0639244,249.3898321,271.3397796,274.8236831,275.2140923,275.447681,1017.892667,282.4680097,70.55052377
25.60845041,24.85852273,22.37782025,18.21217975,17.13518595,15.83610537,16.29780992,107.0091839,148.0446384,246.2006508,271.0943698,274.8577789,275.3731715,275.6828719,1019.393062,282.6361244,65.7599681
18.90006211,18.36296066,16.88879917,14.34293996,13.69111801,12.9579089,13.84124224,104.6795135,146.3754348,246.7103002,271.7845031,273.8073602,273.9668427,274.0020704,1017.220494,280.2599681,75.34848485
25.62253452,24.4211144,21.49704142,17.17538462,15.99591716,14.79593688,15.31890533,106.1985503,147.1181164,245.1184813,269.7956213,273.8051381,274.3795365,274.7433629,1022.873736,281.3237357,54.77088091
22.24818359,21.20364258,18.9406543,15.40043945,14.44298828,13.60035156,14.33351563,104.9037891,145.9095898,244.5947559,269.0138184,271.6838281,271.9491797,272.2191797,1021.009083,277.9999182,55.60245499
34.47634269,33.81511022,30.73420842,27.17491984,26.65455912,26.64691383,29.64649299,124.78501,161.3032164,247.8234269,269.2400301,272.0678657,272.562024,272.9149299,1015.603673,279.9213689,45.4615192
32.50036853,31.18678287,27.90223108,23.15614542,22.16625498,21.50268924,23.16638446,115.3169323,153.7426992,245.1150498,267.6821315,270.6788645,271.0960159,271.4381574,1020.146527,277.84,58.74083682
27.32633397,25.68122841,22.21431862,17.16978887,15.94044146,14.60243762,14.9975144,105.7185509,146.5229079,244.8701919,269.9419002,274.0415931,274.5551152,274.8513628,1019.384023,281.7726683,53.65612328
26.34767018,24.70979866,21.53759348,16.73733461,15.6011697,14.45897411,14.92525407,105.8144104,146.6567593,244.8958198,269.4012752,272.4604698,272.759722,273.0327421,1020.04412,278.7571776,67.59797242
32.31511068,30.58758422,26.44014437,20.58764196,19.05290664,17.5560539,17.95242541,108.6224062,149.5552551,248.0237536,273.0928681,276.4912416,277.1366218,277.3901732,1014.778699,284.8501626,47.54422764
48.37613254,46.75150346,41.43144411,33.37667656,31.2818002,29.49513353,30.85692384,125.6510188,162.8385559,251.3291395,273.5424332,275.7608902,276.0704055,276.3553709,1013.086511,283.6394671,54.81282265
35.01215706,33.59905567,29.8790159,24.13089463,22.67535785,21.32477137,22.3077833,115.3080119,154.1299205,247.8601988,271.9809046,276.417833,276.9909443,277.4236183,1017.680968,285.045409,62.04390651
26.71479146,25.3029195,21.9113773,17.06367604,15.8313773,14.65039767,15.17554801,105.8933269,146.6859845,245.3054607,269.9140737,273.6738215,274.0678758,274.2927255,1021.33838,280.6634206,69.44001637
26.41319925,24.84217025,21.57282507,17.21175865,16.19599626,15.31494855,16.33824135,107.4633583,148.0575491,246.1035641,271.8420019,276.5752011,277.1434705,277.4784004,1020.229547,284.2188245,43.26854647
19.12875233,18.48936685,16.7802514,13.79850093,13.11744879,12.48684358,13.33632216,103.9367784,145.3233706,245.3860521,271.3054376,275.0493575,275.389879,275.6253631,1019.862688,280.7143083,57.27162055
45.28921588,43.86478219,38.91726041,30.79198451,28.60126815,26.25821878,26.90425944,119.6577541,158.1627977,251.2215489,275.4451597,278.3571055,278.6602227,278.8747725,1009.079902,286.1206699,62.15661765
46.66896718,45.97022201,42.18017375,35.4305695,33.71929537,32.0777027,34.13249035,130.1445849,166.3499421,253.6580309,276.1442085,278.1571525,278.2744305,278.2504054,1008.544544,286.1964169,69.49609121
35.2732495,33.26100604,27.63695171,20.57831992,18.89732394,17.1005332,17.32303823,108.6036217,149.0248692,246.2053722,271.0884909,274.9933702,275.5775553,275.9622032,1016.835074,283.608106,55.35658613
35.44601,32.8363,27.91685,20.82573,18.98609,17.06336,17.1283,107.27155,147.45941,244.84386,270.04768,273.58183,274.01432,274.35206,1016.994182,281.5419705,69.88844065
34.06664745,32.04126801,27.43585975,20.84520653,19.22423631,17.5743804,20.75335255,111.3667915,150.2651393,245.317512,270.6708646,275.052219,275.6443612,276.0817387,1012.048701,284.1431818,52.09375
24.54965485,23.7663153,21.33334888,17.12776119,15.9376959,14.69416045,15.16822761,104.8984328,145.4280597,244.4475653,270.6496828,273.9175933,274.4633489,274.7554944,1010.897706,281.5438291,65.2119462
43.95731028,42.77298751,38.91638809,32.65238232,31.17632085,30.07351585,32.26306436,127.4427762,163.608098,250.2982229,272.3787704,275.0588184,275.4662632,275.8293276,1008.98013,284.2447689,68.95360908
42.06014138,39.56084826,33.3434967,24.51872762,22.2170311,19.73097078,19.36752121,109.0253817,149.73164,248.2136192,273.235853,275.524656,275.7093308,275.9821301,1009.648923,284.020431,69.6565842
39.78227741,37.64856607,32.07429241,23.96276476,21.81504217,19.48667291,19.22102156,108.8118744,149.1630928,247.9261387,273.7396626,277.0300094,277.4751078,277.8192221,1008.060763,285.7942017,64.48355838
42.31052275,40.75310745,35.92081317,28.66155857,26.80439497,25.0745789,26.1224879,119.0209584,156.9804163,248.6529332,272.1309681,275.2706486,275.627667,275.9955566,1012.215918,283.4404898,70.37102041
44.45920466,43.4171484,39.32267701,33.19481086,31.80778855,30.78846751,33.25721629,129.281096,165.2278177,251.3787973,273.6718332,276.8004268,277.117517,277.4837051,1011.439134,284.7995098,63.61470588
51.09,49.54542439,44.12858537,35.78428293,33.73586341,31.93333659,33.64187317,129.0256195,164.9914927,251.3937073,273.152078,275.3252878,275.5542439,275.8460293,1011.681661,283.7850329,73.02055921
63.926,61.6933301,55.16971845,46.34747573,44.48498058,43.3838932,47.15503883,146.6366602,178.4850874,254.2249515,273.1179515,274.5466019,274.6441262,274.8255922,1006.051269,282.5460278,72.47452907
39.65382098,38.826641,35.42752647,29.75145332,28.34617902,27.19897979,29.07748797,120.2824062,157.8783349,248.9691242,272.2507122,274.3129644,274.4516651,274.7040905,1005.937043,282.1517465,70.21933387
26.96777256,26.3424812,23.96199248,19.7043515,18.55242481,17.34648496,18.04889098,104.7753477,146.2046053,247.8855169,274.4607801,277.1109492,277.3929981,277.6349812,1005.318645,284.7241434,65.86430279
32.14675908,30.90028681,27.47447419,21.64196941,20.03027725,18.38722753,18.66397706,109.3925048,150.0431644,249.003413,274.4569694,276.9171128,277.0451338,277.1512141,1008.395874,283.4493528,72.03923948
34.72514804,32.91192932,28.43466094,21.42744986,19.52823305,17.56490926,17.44095511,108.0564374,148.9002197,247.1607354,272.2281089,276.3510124,276.9884241,277.2503438,1015.411955,284.9953958,58.62180937
37.16315385,35.06742308,30.349375,23.15168269,21.32821154,19.44236538,19.85918269,111.36075,151.6114231,247.9829327,272.317,275.7954423,276.2977019,276.4572885,1016.247727,283.9047078,70.21866883
22.33657286,21.49601005,18.90425126,15.38454271,14.42025126,13.47324623,13.81864322,103.3696382,146.5762613,251.5972764,279.7009045,284.6184824,285.1394171,285.4883719,1011.191264,292.44922,50.28588144
28.30945178,26.80204061,23.33384772,18.20263959,16.78741117,15.36598985,15.60892386,105.3873604,148.1390355,252.0251878,278.8986091,282.4686802,282.7185381,282.7572284,1010.713511,286.287117,65.60722702
27.83846821,26.19153179,21.5327842,16.66050096,15.49949904,14.24147399,14.6255395,104.8628805,147.2564258,250.1181599,277.7595183,283.3318401,283.9197688,284.3387572,1015.237154,291.4605691,40.15455285
15.50755024,14.83981818,13.75036364,12.10743541,11.64837321,11.32197129,12.49479426,102.4977895,145.1480383,248.9786794,276.8166794,281.27111,281.7908421,282.0392919,1016.351741,286.385587,58.92097166
17.01946819,16.22849003,14.3154226,11.96433998,11.43907882,11.11548908,12.07492877,101.4856125,144.9587939,251.0541216,280.407284,285.7436752,286.3402659,286.6512726,1011.389076,294.4038554,36.56369478
17.94293169,17.31499051,15.85755218,13.37720114,12.78102467,12.19951613,13.05873814,102.6706452,145.8379981,251.016537,279.7679032,283.9338805,284.2337761,284.292685,1013.489558,287.36,63.78144578
23.46175689,22.61331434,19.61368471,15.59597341,14.58917379,13.55187085,13.918585,103.0111396,146.5122317,253.0819468,283.1213485,289.0393637,289.5497246,289.9102659,1010.810289,296.7854502,43.62901929
23.54728733,22.44065217,19.93798677,15.86698488,14.75827032,13.64687146,14.15006616,104.0366352,147.2973913,252.9603781,282.3556994,287.0756522,287.4183081,287.5144518,1012.4384,290.2432,60.54632
27.69592979,26.69781784,23.11402277,17.82982922,16.49370968,14.99673624,15.01315939,104.0840702,147.7889469,254.6587381,285.2449905,291.3379981,292.0110247,292.4525901,1008.284498,299.4843373,37.76682731
27.09813688,25.80034221,21.83591255,17.16719582,15.92304183,14.5296673,14.89231939,104.436749,147.9139259,254.4169297,284.3780133,289.3389544,289.734135,289.8531749,1010.745498,291.9437299,54.91406752
33.27748332,31.44541468,25.83619638,19.47499523,17.83784557,15.95840801,15.87257388,105.477817,149.2737655,256.4780553,287.0801811,293.5133651,294.0649762,294.4472355,1009.555609,301.022841,37.24124294
34.17749762,32.56567079,28.24465271,21.30194101,19.40221694,17.16482398,16.91942912,106.8738249,150.2588582,256.0667269,285.5618078,290.5288963,290.8906565,290.9175452,1011.645652,293.8429147,53.88462158
25.49782783,24.92196196,21.64631632,17.33767768,16.06595596,14.71606607,14.89183183,103.4525826,147.3015115,255.5894194,285.7684184,291.0356156,291.5214414,291.8211011,1000.561975,300.1120529,42.42916019
39.18261491,39.06883555,33.99120531,25.63567926,23.17206333,20.2947191,19.3011951,107.6370378,150.6237896,256.6038611,286.350429,290.946619,291.320286,291.4057814,997.4640095,295.8682715,51.82533544
43.97231508,40.86955812,33.92469741,24.55606148,22.19167147,19.78679155,19.54678194,109.6451393,151.9688473,255.1585783,283.1065706,287.7676369,288.2357541,288.5686936,1003.938037,295.5017032,50.51289538
57.34263415,53.43230244,44.55201951,32.19354146,29.06078049,25.80827317,25.23035122,115.7393463,156.6676683,256.1998341,283.0170146,286.9929073,287.2665659,287.470878,1004.413394,293.9944947,61.63081348
56.51213583,54.83837598,48.67275591,38.35366142,35.54745079,32.7411122,33.20963583,126.7540256,165.1833465,257.4316732,281.7905906,285.5293406,286.0016831,286.3105807,1002.754515,294.1555095,56.7071251
41.47419479,39.27779171,33.77221794,25.22135005,22.69556413,19.98143684,19.22236258,108.4694214,150.9019286,254.3943491,281.745892,285.0630376,285.2941273,285.5812729,1002.86729,293.0576078,66.69593165
43.57721359,41.63763107,34.54254369,25.88535922,23.59858252,20.97025243,20.47672816,110.3869709,152.4743301,255.4866117,283.2462621,287.3310971,287.7104951,287.9310485,1001.694021,295.5019656,57.34643735
38.86588065,36.96526468,31.76852743,23.89411935,21.72740135,19.21827719,18.73732435,108.1100385,150.833205,254.7592012,282.6363715,285.770077,285.8986333,285.8709817,1005.200244,294.0142392,69.13401139
42.32580058,39.76079578,33.42919463,24.46620326,22.00389262,19.1821093,18.25977948,107.5055417,150.5693193,256.2921285,285.7510451,291.4494439,292.0472196,292.4150623,1002.201297,300.1952188,48.55016207
51.64415686,48.924,41.73352941,31.39362745,28.62316667,25.66567647,25.2494902,116.727951,157.347902,256.9138824,284.7299216,289.4551078,289.900951,290.039951,1002.895293,296.3125516,66.04772915
58.62381323,55.78871595,47.43562257,34.78110895,31.29997082,27.43081712,26.24691634,117.5525778,157.9221401,257.0796595,285.0581712,290.3479086,290.9134241,291.2728891,999.8943443,299.5995082,51.18655738
66.93010848,63.93406312,54.96228797,40.87099606,36.83989152,32.35642012,30.86962525,123.0675937,162.0378994,257.5553156,284.0290631,288.6027613,289.1103452,289.4037771,999.382793,296.9340815,67.41471322
56.85703561,54.53522618,47.04383061,34.90061598,31.37911453,27.16782483,24.48169394,114.2755727,155.4605967,256.7091723,284.5777671,289.3737055,290.022666,290.3134745,999.452439,299.1330894,61.94934959
50.6831286,48.53526871,42.15211132,31.47971209,28.25569098,24.44012476,22.84171785,112.9525432,154.5994722,256.2948177,283.7753551,288.2178599,288.6905566,288.8429079,1003.092713,297.1917409,69.72226721
59.45515534,54.55295146,48.94390291,37.58279612,34.37769903,30.93432039,30.57725243,122.6702136,161.4377087,256.1014757,282.1910097,286.3126893,286.803068,286.9597961,1001.65389,294.864783,67.80581491
43.7104489,41.40774594,36.2265616,27.3622063,24.7421681,21.64057307,20.66757402,109.8259312,151.252063,252.7398949,280.8826743,284.9642884,285.5927889,285.8433047,1002.636077,293.1886199,67.58071025
33.90576108,33.15641618,29.4583237,22.81542389,21.06489403,18.75766859,18.19353565,106.2666859,148.9528227,254.7951638,284.996079,290.3889788,290.9089114,291.1771484,999.0013832,298.7933279,59.35834011
39.77473077,38.13949038,32.85575,24.43509615,22.03207692,19.34389423,18.49632692,106.9366923,149.8160769,255.8534327,286.0863942,290.7002115,290.8180385,290.881875,998.7533333,295.9826829,67.21056911
30.52271967,31.44973849,25.84587866,20.08074268,18.38337866,16.4926569,16.264341,103.9956695,148.4636715,258.6217887,289.53909,295.2035042,295.817249,296.1301987,995.4264895,304.2890499,41.51417069
53.42305994,51.4832387,44.90497371,33.29334385,29.84035752,25.65935857,23.83449001,112.9604101,155.2922608,259.1411777,287.7816088,292.1257413,292.4292744,292.5949632,997.1321486,298.7808562,65.02431341
76.25395098,71.51443137,60.12232353,43.0515098,38.25729412,32.70023529,30.06811765,120.3806471,161.1060294,260.1801863,286.4902745,290.7365392,291.1079804,291.3650686,998.5322607,299.3255776,65.98960396
74.71232877,71.00752446,60.83604697,43.9983953,39.06345401,33.18023483,30.14014677,120.6932094,161.103865,259.7652642,285.8486008,290.0083953,290.2708513,290.4532485,998.9828383,299.5811056,72.35833333
76.39938296,72.76886386,62.17321254,44.77703232,39.69520078,33.62906954,30.49669931,120.6533888,161.2037023,259.8492654,286.4129775,290.8588345,291.2910676,291.5616161,997.2976917,300.4491344,70.11236603
72.01445535,68.89868499,59.39977429,43.2792051,38.50993131,32.77384691,29.89018646,120.6833955,161.1287929,259.9288322,286.6297252,291.4687831,291.8272326,292.0936605,999.889909,299.7886683,70.20760959
68.7935905,65.29475767,55.63403561,40.07454006,35.57001978,30.19693373,27.49216617,117.6555687,159.0736103,260.5510682,288.405549,293.7506429,294.2509298,294.5561029,999.4324459,302.1545757,63.43893511
71.98803165,68.52967359,58.43179031,42.3040455,37.61562809,32.01649852,29.17107814,119.5027992,160.6504847,260.2983086,287.4451929,292.332364,292.8375173,293.102364,1001.657535,301.3110741,68.05645296
63.21592885,61.62788538,51.07755929,37.24980237,33.11586957,28.36677866,26.20701581,115.4288636,157.9854545,261.5970553,290.1789328,295.9293083,296.529664,296.9755632,998.852995,305.1806988,53.7359401
58.29661417,54.85705709,48.09772638,35.77920276,32.18420276,27.69233268,25.59640748,116.1645079,158.3125098,261.340187,289.0458465,293.8872047,294.4635531,294.7254724,1001.256705,302.4902318,67.53203642
80.22497492,74.99383149,63.58496489,45.68533601,40.82861585,35.28904714,33.13927783,125.8017954,165.9463089,262.7591876,288.2939819,292.0692578,292.4222066,292.5784554,1000.911606,299.5149706,67.73700589
70.62195906,66.02402534,56.08997076,39.74229045,35.19315789,29.80416179,27.06143275,117.6804971,159.5700682,261.4966667,288.8585673,293.0850487,293.5145224,293.6487427,1001.520033,300.7794745,63.11477833
85.45988315,78.93701071,67.47427459,49.7540409,44.6557741,38.68394352,36.12742941,129.7557352,169.0369815,264.9705648,291.2783544,296.8455112,297.5426582,297.936446,995.5754314,306.5179951,54.4082991
92.73517241,85.33239409,71.97358621,52.1157734,46.54743842,40.08564532,37.20228571,130.3428768,169.0183941,263.5601379,289.4933695,294.0268473,294.5011232,294.7567192,995.5753935,302.7400994,62.56661143
41.53780273,38.43862305,32.02539062,23.57789063,21.34121094,18.93667969,18.41901367,107.5489941,151.5122266,259.0531152,288.1058008,292.7197461,293.2301953,293.3805566,1000.117051,300.3580725,62.4208402
34.25284323,32.49400195,27.22038948,20.6194742,19.00902629,17.01380721,16.78862707,105.7645667,150.0950828,258.354927,287.564187,291.6469912,291.924372,291.9734761,999.5297209,298.9256979,69.11896552
35.33268817,33.59156403,27.0458651,19.86482893,18.12203324,16.17882698,15.79461388,104.3784555,149.2991202,259.7229228,290.2499707,295.5728641,296.1418866,296.2471945,996.2353377,303.0871499,52.53459638
43.28242454,41.04791626,35.06454722,25.86618306,23.40250243,20.46476144,19.41435248,107.7249854,151.8789289,259.7412269,289.2871568,294.1249464,294.5077313,294.6659299,999.7215107,300.1487685,67.40394089
48.33298522,45.27474877,37.7604335,27.03839409,24.23231527,20.91337931,19.58376355,107.5731232,151.8324335,261.284,291.7094286,298.1150936,298.6735961,299.057665,997.6501241,306.2591398,45.68130687
65.61375502,61.41242972,51.28620482,37.25564257,33.74574297,29.97588353,29.2828012,121.0291566,162.1455924,262.7893273,290.643504,295.781496,296.2095683,296.400743,998.9649537,303.185257,54.80193766
57.94310277,56.70979249,50.15217391,37.705583,33.88490119,29.2255336,26.86522727,116.0622925,158.2733399,260.8220949,288.1218379,292.9175889,293.3221443,293.7139625,998.0353283,302.6427265,65.38719867
